ts,symbol,side,price,quantity,order_id
1759080726755,EURUSD,B,1.1829,100,85
1759080726755,EURUSD,S,1.18293,100,86
1759080726755,EURUSD,B,1.18288,50,87
1759080726755,EURUSD,S,1.18295,50,88
1759080726755,EURUSD,B,1.18287,33,89
1759080726755,EURUSD,S,1.18296,33,90
1759080726855,EURUSD,B,1.1829,100,91
1759080726855,EURUSD,S,1.18294,100,92
1759080726855,EURUSD,B,1.18289,50,93
1759080726855,EURUSD,S,1.18295,50,94
1759080726855,EURUSD,B,1.18287,33,95
1759080726855,EURUSD,S,1.18297,33,96
1759080726955,EURUSD,B,1.18291,100,97
1759080726955,EURUSD,S,1.18295,100,98
1759080726955,EURUSD,B,1.18289,50,99
1759080726955,EURUSD,S,1.18296,50,100
1759080726955,EURUSD,B,1.18288,33,101
1759080726955,EURUSD,S,1.18298,33,102
1759080727055,EURUSD,B,1.18291,100,103
1759080727055,EURUSD,S,1.18295,100,104
1759080727055,EURUSD,B,1.1829,50,105
1759080727055,EURUSD,S,1.18297,50,106
1759080727055,EURUSD,B,1.18288,33,107
1759080727055,EURUSD,S,1.18298,33,108
1759080727155,EURUSD,B,1.18292,100,109
1759080727155,EURUSD,S,1.18296,100,110
1759080727155,EURUSD,B,1.1829,50,111
1759080727155,EURUSD,S,1.18297,50,112
1759080727155,EURUSD,B,1.18289,33,113
1759080727155,EURUSD,S,1.18299,33,114
1759080727255,EURUSD,B,1.18292,100,115
1759080727255,EURUSD,S,1.18296,100,116
1759080727255,EURUSD,B,1.18291,50,117
1759080727255,EURUSD,S,1.18298,50,118
1759080727255,EURUSD,B,1.18289,33,119
1759080727255,EURUSD,S,1.18299,33,120
1759080727355,EURUSD,B,1.18293,100,121
1759080727355,EURUSD,S,1.18297,100,122
1759080727355,EURUSD,B,1.18291,50,123
1759080727355,EURUSD,S,1.18298,50,124
1759080727355,EURUSD,B,1.1829,33,125
1759080727355,EURUSD,S,1.183,33,126
1759080727455,EURUSD,B,1.18293,100,127
1759080727455,EURUSD,S,1.18298,100,128
1759080727455,EURUSD,B,1.18292,50,129
1759080727455,EURUSD,S,1.18299,50,130
1759080727455,EURUSD,B,1.1829,33,131
1759080727455,EURUSD,S,1.18301,33,132
1759080727555,EURUSD,B,1.18294,100,133
1759080727555,EURUSD,S,1.18298,100,134
1759080727555,EURUSD,B,1.18293,50,135
1759080727555,EURUSD,S,1.18299,50,136
1759080727555,EURUSD,B,1.18291,33,137
1759080727555,EURUSD,S,1.18301,33,138
1759080727655,EURUSD,B,1.18294,100,139
1759080727655,EURUSD,S,1.18298,100,140
1759080727655,EURUSD,B,1.18293,50,141
1759080727655,EURUSD,S,1.183,50,142
1759080727655,EURUSD,B,1.18291,33,143
1759080727655,EURUSD,S,1.18301,33,144
1759080727755,EURUSD,B,1.18295,100,145
1759080727755,EURUSD,S,1.18299,100,146
1759080727755,EURUSD,B,1.18293,50,147
1759080727755,EURUSD,S,1.183,50,148
1759080727755,EURUSD,B,1.18292,33,149
1759080727755,EURUSD,S,1.18302,33,150
1759080727855,EURUSD,B,1.18295,100,151
1759080727855,EURUSD,S,1.18299,100,152
1759080727855,EURUSD,B,1.18294,50,153
1759080727855,EURUSD,S,1.183,50,154
1759080727855,EURUSD,B,1.18292,33,155
1759080727855,EURUSD,S,1.18302,33,156
1759080727955,EURUSD,B,1.18296,100,157
1759080727955,EURUSD,S,1.18299,100,158
1759080727955,EURUSD,B,1.18294,50,159
1759080727955,EURUSD,S,1.183,50,160
1759080727955,EURUSD,B,1.18293,33,161
1759080727955,EURUSD,S,1.18302,33,162
1759080728055,EURUSD,B,1.18296,100,163
1759080728055,EURUSD,S,1.18299,100,164
1759080728055,EURUSD,B,1.18294,50,165
1759080728055,EURUSD,S,1.183,50,166
1759080728055,EURUSD,B,1.18293,33,167
1759080728055,EURUSD,S,1.18302,33,168
1759080728155,EURUSD,B,1.18296,100,169
1759080728155,EURUSD,S,1.18299,100,170
1759080728155,EURUSD,B,1.18294,50,171
1759080728155,EURUSD,S,1.183,50,172
1759080728155,EURUSD,B,1.18293,33,173
1759080728155,EURUSD,S,1.18302,33,174
1759080728255,EURUSD,B,1.18296,100,175
1759080728255,EURUSD,S,1.18299,100,176
1759080728255,EURUSD,B,1.18294,50,177
1759080728255,EURUSD,S,1.183,50,178
1759080728255,EURUSD,B,1.18293,33,179
1759080728255,EURUSD,S,1.18302,33,180
1759080728355,EURUSD,B,1.18296,100,181
1759080728355,EURUSD,S,1.18299,100,182
1759080728355,EURUSD,B,1.18294,50,183
1759080728355,EURUSD,S,1.183,50,184
1759080728355,EURUSD,B,1.18293,33,185
1759080728355,EURUSD,S,1.18302,33,186
1759080728455,EURUSD,B,1.18296,100,187
1759080728455,EURUSD,S,1.18299,100,188
1759080728455,EURUSD,B,1.18294,50,189
1759080728455,EURUSD,S,1.183,50,190
1759080728455,EURUSD,B,1.18293,33,191
1759080728455,EURUSD,S,1.18302,33,192
1759080728555,EURUSD,B,1.18296,100,193
1759080728555,EURUSD,S,1.18299,100,194
1759080728555,EURUSD,B,1.18294,50,195
1759080728555,EURUSD,S,1.183,50,196
1759080728555,EURUSD,B,1.18293,33,197
1759080728555,EURUSD,S,1.18302,33,198
1759080728655,EURUSD,B,1.18296,100,199
1759080728655,EURUSD,S,1.18299,100,200
1759080728655,EURUSD,B,1.18294,50,201
1759080728655,EURUSD,S,1.18301,50,202
1759080728655,EURUSD,B,1.18293,33,203
1759080728655,EURUSD,S,1.18302,33,204
1759080728755,EURUSD,B,1.18296,100,205
1759080728755,EURUSD,S,1.18299,100,206
1759080728755,EURUSD,B,1.18294,50,207
1759080728755,EURUSD,S,1.18301,50,208
1759080728755,EURUSD,B,1.18293,33,209
1759080728755,EURUSD,S,1.18302,33,210
1759080728855,EURUSD,B,1.18296,100,211
1759080728855,EURUSD,S,1.18299,100,212
1759080728855,EURUSD,B,1.18295,50,213
1759080728855,EURUSD,S,1.18301,50,214
1759080728855,EURUSD,B,1.18293,33,215
1759080728855,EURUSD,S,1.18302,33,216
1759080728955,EURUSD,
