ts,symbol,price,size,side
1759080731255,EURUSD,1.18309,25,B
1759080731355,EURUSD,1.18313,169,B
1759080731455,EURUSD,1.18251,22,B
1759080731555,EURUSD,1.18276,166,S
1759080731655,EURUSD,1.18291,98,B
1759080731755,EURUSD,1.18264,47,B
1759080731855,EURUSD,1.18252,64,S
1759080731955,EURUSD,1.18325,192,B
1759080732055,EURUSD,1.18299,134,S
1759080732155,EURUSD,1.18344,169,S
1759080732255,EURUSD,1.18253,150,B
1759080732355,EURUSD,1.1834,136,S
1759080732455,EURUSD,1.18342,182,B
1759080732555,EURUSD,1.18273,79,B
1759080732655,EURUSD,1.18341,41,B
1759080732755,EURUSD,1.18261,87,S
1759080732855,EURUSD,1.18304,170,B
1759080732955,EURUSD,1.18322,50,B
1759080733055,EURUSD,1.18284,190,B
1759080733155,EURUSD,1.18294,149,S
1759080733255,EURUSD,1.18322,189,S
1759080733355,EURUSD,1.18325,89,S
1759080733455,EURUSD,1.18281,173,S
1759080733555,EURUSD,1.18251,99,S
1759080733655,EURUSD,1.1833,74,B
1759080733755,EURUSD,1.18344,188,B
1759080733855,EURUSD,1.18322,83,S
1759080733955,EURUSD,1.18299,149,S
1759080734055,EURUSD,1.18333,190,B
1759080734155,EURUSD,1.1834,118,B
1759080734255,EURUSD,1.18253,116,B
1759080734355,EURUSD,1.18281,138,S
1759080734455,EURUSD,1.18341,134,B
1759080734555,EURUSD,1.18252,30,B
1759080734655,EURUSD,1.18288,95,B
1759080734755,EURUSD,1.18276,160,S
1759080734855,EURUSD,1.18328,46,S
1759080734955,EURUSD,1.18311,30,B
1759080735055,EURUSD,1.1828,72,S
1759080735155,EURUSD,1.18347,198,S
1759080735255,EURUSD,1.1835,195,B
1759080735355,EURUSD,1.18265,19,S
1759080735455,EURUSD,1.18259,157,B
1759080735555,EURUSD,1.18304,61,B
1759080735655,EURUSD,1.18334,179,B
1759080735755,EURUSD,1.1826,182,B
1759080735855,EURUSD,1.1826,189,B
1759080735955,EURUSD,1.18268,90,S
1759080736055,EURUSD,1.18251,47,B
1759080736155,EURUSD,1.1832,166,B
1759080736255,EURUSD,1.18333,170,B
1759080736355,EURUSD,1.18289,28,S
1759080736455,EURUSD,1.18259,101,S
1759080736555,EURUSD,1.18315,39,S
1759080736655,EURUSD,1.18285,75,B
1759080736755,EURUSD,1.18314,16,B
1759080736855,EURUSD,1.18323,95,B
1759080736955,EURUSD,1.18252,59,S
1759080737055,EURUSD,1.18254,169,B
1759080737155,EURUSD,1.18303,52,S
1759080737255,EURUSD,1.18272,197,S
1759080737355,EURUSD,1.18258,129,B
1759080737455,EURUSD,1.18261,160,S
1759080737555,EURUSD,1.18345,187,S
1759080737655,EURUSD,1.18266,66,B
1759080737755,EURUSD,1.18282,36,B
1759080737855,EURUSD,1.18257,74,B
1759080737955,EURUSD,1.18349,25,S
1759080738055,EURUSD,1.18269,28,B
1759080738155,EURUSD,1.183,54,S
1759080738255,EURUSD,1.18349,50,S
1759080738355,EURUSD,1.18299,188,B
1759080738455,EURUSD,1.18285,76,B
1759080738555,EURUSD,1.1832,21,S
1759080738655,EURUSD,1.18332,65,S
1759080738755,EURUSD,1.18293,52,B
1759080738855,EURUSD,1.18325,69,S
1759080738955,EURUSD,1.18321,176,S
1759080739055,EURUSD,1.18298,34,S
1759080739155,EURUSD,1.183,188,B
1759080739255,EURUSD,1.18328,188,B
1759080739355,EURUSD,1.18285,11,B
1759080739455,EURUSD,1.18331,50,S
1759080739555,EURUSD,1.18291,32,S
1759080739655,EURUSD,1.18325,138,S
1759080739755,EURUSD,1.18338,95,S
1759080739855,EURUSD,1.18262,50,S
1759080739955,EURUSD,1.18321,20,B
1759080740055,EURUSD,1.18307,178,S
1759080740155,EURUSD,1.18296,109,S
1759080740255,EURUSD,1.18338,189,S
1759080740355,EURUSD,1.18345,148,B
1759080740455,EURUSD,1.18335,174,B
1759080740555,EURUSD,1.18324,18,S
1759080740655,EURUSD,1.18315,81,B
1759080740755,EURUSD,1.1833,122,S
1759080740855,EURUSD,1.18334,114,B
1759080740955,EURUSD,1.18334,85,S
1759080741055,EURUSD,1.18345,184,B
1759080741155,EURUSD,1.18296,28,S
1759080741255,EURUSD,1.18253,96,S
1759080741355,EURUSD,1.18336,102,B
1759080741455,EURUSD,1.18315,20,B
1759080741555,EURUSD,1.18257,116,S
1759080741655,EURUSD,1.18342,114,S
1759080741755,EURUSD,1.1832,162,S
1759080741855,EURUSD,1.18316,141,S
1759080741955,EURUSD,1.18321,119,S
1759080742055,EURUSD,1.18339,80,S
1759080742155,EURUSD,1.18339,195,S
1759080742255,EURUSD,1.1827,200,B
1759080742355,EURUSD,1.18289,27,S
1759080742455,EURUSD,1.18307,36,S
1759080742555,EURUSD,1.18346,12,B
1759080742655,EURUSD,1.18259,134,B
1759080742755,EURUSD,1.18297,31,S
1759080742855,EURUSD,1.18253,190,B
1759080742955,EURUSD,1.1832,20,S
1759080743055,EURUSD,1.1832,48,S
1759080743155,EURUSD,1.18326,112,S
1759080743255,EURUSD,1.18286,27,B
1759080743355,EURUSD,1.18338,171,S
1759080743455,EURUSD,1.1831,177,B
1759080743555,EURUSD,1.18332,82,S
1759080743655,EURUSD,1.18299,46,S
1759080743755,EURUSD,1.18275,189,S
1759080743855,EURUSD,1.18261,195,B
1759080743955,EURUSD,1.18313,43,S
1759080744055,EURUSD,1.18297,17,B
1759080744155,EURUSD,1.18319,148,S
1759080744255,EURUSD,1.18329,183,B
1759080744355,EURUSD,1.18339,26,S
1759080744455,EURUSD,1.18332,55,S
1759080744555,EURUSD,1.18264,123,B
1759080744655,EURUSD,1.18257,80,S
1759080744755,EURUSD,1.18319,137,B
1759080744855,EURUSD,1.18267,159,B
1759080744955,EURUSD,1.18259,114,S
1759080745055,EURUSD,1.18272,27,B
1759080745155,EURUSD,1.18312,11,B
