ts,symbol,price,size,side
1759080005500,EURUSD,1.18310,199,B
1759080005600,EURUSD,1.18312,179,B
1759080005700,EURUSD,1.18311,128,B
1759080005800,EURUSD,1.18310,116,B
1759080005900,EURUSD,1.18311,86,S
1759080006000,EURUSD,1.18313,167,B
1759080006100,EURUSD,1.18311,71,B
1759080006200,EURUSD,1.18311,88,B
1759080006300,EURUSD,1.18312,185,S
1759080006400,EURUSD,1.18312,200,B
1759080006500,EURUSD,1.18313,77,B
1759080006600,EURUSD,1.18312,141,S
1759080006700,EURUSD,1.18312,93,S
1759080006800,EURUSD,1.18313,96,S
1759080006900,EURUSD,1.18313,98,S
1759080007000,EURUSD,1.18315,160,B
1759080007100,EURUSD,1.18315,176,B
1759080007200,EURUSD,1.18314,152,S
1759080007300,EURUSD,1.18313,74,S
1759080007400,EURUSD,1.18315,183,S
1759080007500,EURUSD,1.18314,175,S
1759080007600,EURUSD,1.18316,47,S
1759080007700,EURUSD,1.18316,199,B
1759080007800,EURUSD,1.18316,79,B
1759080007900,EURUSD,1.18314,176,S
1759080008000,EURUSD,1.18317,35,B
1759080008100,EURUSD,1.18316,138,B
1759080008200,EURUSD,1.18315,107,B
1759080008300,EURUSD,1.18317,88,B
1759080008400,EURUSD,1.18315,102,B
1759080008500,EURUSD,1.18317,45,S
1759080008600,EURUSD,1.18318,134,B
1759080008700,EURUSD,1.18316,80,S
1759080008800,EURUSD,1.18316,115,B
1759080008900,EURUSD,1.18317,81,S
1759080009000,EURUSD,1.18318,154,S
1759080009100,EURUSD,1.18317,97,S
1759080009200,EURUSD,1.18317,74,B
1759080009300,EURUSD,1.18319,184,S
1759080009400,EURUSD,1.18319,68,B
1759080009500,EURUSD,1.18319,119,S
1759080009600,EURUSD,1.18318,85,S
1759080009700,EURUSD,1.18318,151,B
1759080009800,EURUSD,1.18318,131,B
1759080009900,EURUSD,1.18319,44,B
1759080010000,EURUSD,1.18321,152,B
1759080010100,EURUSD,1.18320,167,B
1759080010200,EURUSD,1.18320,163,B
1759080010300,EURUSD,1.18321,47,B
1759080010400,EURUSD,1.18321,144,B
1759080010500,EURUSD,1.18320,93,B
1759080010600,EURUSD,1.18322,72,B
1759080010700,EURUSD,1.18320,194,S
1759080010800,EURUSD,1.18321,142,B
1759080010900,EURUSD,1.18320,111,B
1759080011000,EURUSD,1.18322,104,S
1759080011100,EURUSD,1.18321,162,S
1759080011200,EURUSD,1.18321,25,S
1759080011300,EURUSD,1.18321,103,S
1759080011400,EURUSD,1.18322,138,B
1759080011500,EURUSD,1.18324,198,B
1759080011600,EURUSD,1.18322,71,S
1759080011700,EURUSD,1.18322,30,S
1759080011800,EURUSD,1.18322,48,B
1759080011900,EURUSD,1.18322,38,S
1759080012000,EURUSD,1.18325,191,S
1759080012100,EURUSD,1.18325,193,B
1759080012200,EURUSD,1.18324,121,S
1759080012300,EURUSD,1.18323,180,S
1759080012400,EURUSD,1.18324,166,B
1759080012500,EURUSD,1.18326,200,S
1759080012600,EURUSD,1.18326,104,B
1759080012700,EURUSD,1.18326,72,B
1759080012800,EURUSD,1.18326,144,S
1759080012900,EURUSD,1.18326,59,B
1759080013000,EURUSD,1.18327,65,S
1759080013100,EURUSD,1.18325,39,B
1759080013200,EURUSD,1.18326,46,B
1759080013300,EURUSD,1.18327,84,S
1759080013400,EURUSD,1.18327,148,S
1759080013500,EURUSD,1.18327,79,B
1759080013600,EURUSD,1.18326,81,B
1759080013700,EURUSD,1.18326,120,B
1759080013800,EURUSD,1.18326,153,S
1759080013900,EURUSD,1.18328,49,S
1759080014000,EURUSD,1.18327,194,B
1759080014100,EURUSD,1.18329,188,B
1759080014200,EURUSD,1.18329,130,S
1759080014300,EURUSD,1.18327,111,S
1759080014400,EURUSD,1.18329,102,B
1759080014500,EURUSD,1.18330,128,S
1759080014600,EURUSD,1.18329,42,B
1759080014700,EURUSD,1.18328,35,B
1759080014800,EURUSD,1.18329,84,S
1759080014900,EURUSD,1.18330,96,B
1759080015000,EURUSD,1.18330,98,B
1759080015100,EURUSD,1.18331,121,B
1759080015200,EURUSD,1.18330,100,B
1759080015300,EURUSD,1.18329,75,S
1759080015400,EURUSD,1.18330,104,B
1759080015500,EURUSD,1.18331,92,S
1759080015600,EURUSD,1.18331,111,S
1759080015700,EURUSD,1.18330,47,B
1759080015800,EURUSD,1.18331,142,B
1759080015900,EURUSD,1.18332,173,S
1759080016000,EURUSD,1.18332,146,S
1759080016100,EURUSD,1.18331,100,B
1759080016200,EURUSD,1.18331,178,S
1759080016300,EURUSD,1.18333,132,S
1759080016400,EURUSD,1.18332,85,S
1759080016500,EURUSD,1.18334,118,S
1759080016600,EURUSD,1.18332,25,S
1759080016700,EURUSD,1.18332,63,B
1759080016800,EURUSD,1.18334,109,S
1759080016900,EURUSD,1.18334,101,B
1759080017000,EURUSD,1.18335,151,B
1759080017100,EURUSD,1.18334,168,B
1759080017200,EURUSD,1.18335,83,S
1759080017300,EURUSD,1.18334,177,S
1759080017400,EURUSD,1.18333,164,S
1759080017500,EURUSD,1.18334,35,B
1759080017600,EURUSD,1.18334,50,B
1759080017700,EURUSD,1.18336,106,B
1759080017800,EURUSD,1.18336,78,B
1759080017900,EURUSD,1.18334,88,B
1759080018000,EURUSD,1.18337,132,S
1759080018100,EURUSD,1.18335,62,B
1759080018200,EURUSD,1.18336,159,S
1759080018300,EURUSD,1.18337,54,S
1759080018400,EURUSD,1.18337,112,S
1759080018500,EURUSD,1.18336,115,S
1759080018600,EURUSD,1.18338,112,S
1759080018700,EURUSD,1.18338,143,S
1759080018800,EURUSD,1.18336,59,B
1759080018900,EURUSD,1.18337,92,B
1759080019000,EURUSD,1.18337,121,B
1759080019100,EURUSD,1.18338,172,S
1759080019200,EURUSD,1.18339,164,S
1759080019300,EURUSD,1.18338,100,S
1759080019400,EURUSD,1.18339,168,B
1759080019500,EURUSD,1.18338,66,S
1759080019600,EURUSD,1.18339,43,S
1759080019700,EURUSD,1.18339,200,S
1759080019800,EURUSD,1.18339,105,S
1759080019900,EURUSD,1.18340,61,B
1759080020000,EURUSD,1.18340,161,S
1759080020100,EURUSD,1.18340,104,B
1759080020200,EURUSD,1.18339,101,B
1759080020300,EURUSD,1.18339,93,B
1759080020400,EURUSD,1.18339,143,S
1759080020500,EURUSD,1.18340,116,B
1759080020600,EURUSD,1.18341,103,B
1759080020700,EURUSD,1.18340,119,S
1759080020800,EURUSD,1.18340,166,B
1759080020900,EURUSD,1.18340,28,B
1759080021000,EURUSD,1.18341,80,S
1759080021100,EURUSD,1.18341,198,S
1759080021200,EURUSD,1.18343,129,S
1759080021300,EURUSD,1.18341,154,B
1759080021400,EURUSD,1.18342,27,B
1759080021500,EURUSD,1.18342,103,S
1759080021600,EURUSD,1.18344,144,S
1759080021700,EURUSD,1.18344,192,S
1759080021800,EURUSD,1.18343,188,B
1759080021900,EURUSD,1.18342,131,S
1759080022000,EURUSD,1.18343,110,S
1759080022100,EURUSD,1.18344,165,S
1759080022200,EURUSD,1.18345,176,S
1759080022300,EURUSD,1.18343,44,B
1759080022400,EURUSD,1.18343,130,B
1759080022500,EURUSD,1.18344,172,S
1759080022600,EURUSD,1.18344,109,S
1759080022700,EURUSD,1.18344,26,B
1759080022800,EURUSD,1.18346,24,S
1759080022900,EURUSD,1.18345,103,B
1759080023000,EURUSD,1.18346,65,B
1759080023100,EURUSD,1.18345,50,B
1759080023200,EURUSD,1.18347,31,B
1759080023300,EURUSD,1.18347,190,B
1759080023400,EURUSD,1.18347,133,B
1759080023500,EURUSD,1.18347,78,B
1759080023600,EURUSD,1.18347,160,S
1759080023700,EURUSD,1.18348,112,S
1759080023800,EURUSD,1.18348,175,B
1759080023900,EURUSD,1.18347,93,S
1759080024000,EURUSD,1.18348,183,B
1759080024100,EURUSD,1.18349,138,S
1759080024200,EURUSD,1.18349,174,S
1759080024300,EURUSD,1.18349,60,S
1759080024400,EURUSD,1.18349,131,B
1759080024500,EURUSD,1.18350,97,S
1759080024600,EURUSD,1.18350,61,S
1759080024700,EURUSD,1.18349,75,B
1759080024800,EURUSD,1.18350,58,B
1759080024900,EURUSD,1.18350,132,S
1759080025000,EURUSD,1.18349,65,B
1759080025100,EURUSD,1.18350,42,S
1759080025200,EURUSD,1.18349,99,B
1759080025300,EURUSD,1.18350,99,S
1759080025400,EURUSD,1.18350,114,B
1759080025500,EURUSD,1.18350,51,B
1759080025600,EURUSD,1.18351,199,B
1759080025700,EURUSD,1.18352,169,B
1759080025800,EURUSD,1.18352,24,S
1759080025900,EURUSD,1.18351,125,S
1759080026000,EURUSD,1.18351,27,B
1759080026100,EURUSD,1.18351,106,S
1759080026200,EURUSD,1.18353,136,B
1759080026300,EURUSD,1.18352,105,B
1759080026400,EURUSD,1.18351,146,S
1759080026500,EURUSD,1.18352,105,S
1759080026600,EURUSD,1.18352,90,B
1759080026700,EURUSD,1.18353,200,S
1759080026800,EURUSD,1.18352,99,S
1759080026900,EURUSD,1.18353,129,B
1759080027000,EURUSD,1.18355,46,B
1759080027100,EURUSD,1.18354,100,B
1759080027200,EURUSD,1.18353,123,B
1759080027300,EURUSD,1.18353,171,B
1759080027400,EURUSD,1.18355,191,S
1759080027500,EURUSD,1.18356,168,S
1759080027600,EURUSD,1.18355,73,B
1759080027700,EURUSD,1.18354,39,S
1759080027800,EURUSD,1.18354,116,S
1759080027900,EURUSD,1.18354,171,B
1759080028000,EURUSD,1.18357,114,S
1759080028100,EURUSD,1.18355,78,B
1759080028200,EURUSD,1.18356,35,B
1759080028300,EURUSD,1.18356,112,B
1759080028400,EURUSD,1.18357,186,B
1759080028500,EURUSD,1.18358,90,S
1759080028600,EURUSD,1.18356,138,B
1759080028700,EURUSD,1.18357,140,B
1759080028800,EURUSD,1.18357,68,S
1759080028900,EURUSD,1.18356,135,B
1759080029000,EURUSD,1.18359,60,S
1759080029100,EURUSD,1.18357,148,B
1759080029200,EURUSD,1.18359,47,S
1759080029300,EURUSD,1.18359,142,B
1759080029400,EURUSD,1.18357,96,S
1759080029500,EURUSD,1.18358,110,B
1759080029600,EURUSD,1.18359,49,S
1759080029700,EURUSD,1.18360,134,B
1759080029800,EURUSD,1.18358,145,B
1759080029900,EURUSD,1.18360,110,S
1759080030000,EURUSD,1.18360,130,S
1759080030100,EURUSD,1.18360,28,S
1759080030200,EURUSD,1.18361,25,S
1759080030300,EURUSD,1.18360,167,S
1759080030400,EURUSD,1.18361,34,B
1759080030500,EURUSD,1.18360,97,B
1759080030600,EURUSD,1.18361,180,S
1759080030700,EURUSD,1.18360,40,S
1759080030800,EURUSD,1.18361,101,S
1759080030900,EURUSD,1.18362,172,S
1759080031000,EURUSD,1.18363,27,S
1759080031100,EURUSD,1.18362,108,B
1759080031200,EURUSD,1.18363,195,B
1759080031300,EURUSD,1.18363,194,S
1759080031400,EURUSD,1.18361,32,B
1759080031500,EURUSD,1.18362,200,B
1759080031600,EURUSD,1.18364,41,S
1759080031700,EURUSD,1.18363,174,B
1759080031800,EURUSD,1.18364,67,S
1759080031900,EURUSD,1.18364,46,S
1759080032000,EURUSD,1.18365,156,B
1759080032100,EURUSD,1.18363,94,B
1759080032200,EURUSD,1.18365,89,S
1759080032300,EURUSD,1.18365,128,B
1759080032400,EURUSD,1.18363,24,S
1759080032500,EURUSD,1.18364,132,B
1759080032600,EURUSD,1.18366,41,S
1759080032700,EURUSD,1.18365,43,S
1759080032800,EURUSD,1.18364,26,B
1759080032900,EURUSD,1.18365,61,B
1759080033000,EURUSD,1.18367,66,B
1759080033100,EURUSD,1.18367,103,B
1759080033200,EURUSD,1.18366,83,S
1759080033300,EURUSD,1.18367,88,S
1759080033400,EURUSD,1.18367,182,B
1759080033500,EURUSD,1.18368,159,B
1759080033600,EURUSD,1.18367,44,S
1759080033700,EURUSD,1.18367,90,B
1759080033800,EURUSD,1.18368,78,B
1759080033900,EURUSD,1.18368,122,S
1759080034000,EURUSD,1.18368,96,B
1759080034100,EURUSD,1.18367,142,B
1759080034200,EURUSD,1.18367,136,B
1759080034300,EURUSD,1.18368,28,B
1759080034400,EURUSD,1.18369,28,S
1759080034500,EURUSD,1.18369,114,B
1759080034600,EURUSD,1.18370,107,B
1759080034700,EURUSD,1.18369,60,S
1759080034800,EURUSD,1.18370,187,S
1759080034900,EURUSD,1.18370,30,B
1759080035000,EURUSD,1.18371,94,S
1759080035100,EURUSD,1.18369,70,S
1759080035200,EURUSD,1.18369,167,S
1759080035300,EURUSD,1.18370,105,B
1759080035400,EURUSD,1.18371,23,B
1759080035500,EURUSD,1.18370,20,S
1759080035600,EURUSD,1.18372,25,B
1759080035700,EURUSD,1.18372,162,S
1759080035800,EURUSD,1.18371,20,B
1759080035900,EURUSD,1.18370,25,B
1759080036000,EURUSD,1.18371,85,B
1759080036100,EURUSD,1.18371,192,B
1759080036200,EURUSD,1.18372,90,S
1759080036300,EURUSD,1.18372,190,B
1759080036400,EURUSD,1.18371,130,S
1759080036500,EURUSD,1.18373,102,B
1759080036600,EURUSD,1.18372,195,B
1759080036700,EURUSD,1.18374,84,B
1759080036800,EURUSD,1.18372,180,S
1759080036900,EURUSD,1.18373,53,B
1759080037000,EURUSD,1.18375,89,S
1759080037100,EURUSD,1.18374,28,B
1759080037200,EURUSD,1.18373,163,S
1759080037300,EURUSD,1.18373,61,S
1759080037400,EURUSD,1.18374,151,B
1759080037500,EURUSD,1.18375,32,B
1759080037600,EURUSD,1.18375,189,S
1759080037700,EURUSD,1.18375,67,B
1759080037800,EURUSD,1.18376,134,B
1759080037900,EURUSD,1.18375,115,S
1759080038000,EURUSD,1.18376,132,B
1759080038100,EURUSD,1.18375,108,S
1759080038200,EURUSD,1.18375,189,B
1759080038300,EURUSD,1.18377,117,S
1759080038400,EURUSD,1.18377,153,S
1759080038500,EURUSD,1.18377,177,B
1759080038600,EURUSD,1.18377,39,B
1759080038700,EURUSD,1.18378,157,B
1759080038800,EURUSD,1.18376,26,S
1759080038900,EURUSD,1.18377,48,B
1759080039000,EURUSD,1.18379,133,B
1759080039100,EURUSD,1.18378,146,B
1759080039200,EURUSD,1.18377,194,B
1759080039300,EURUSD,1.18377,137,B
1759080039400,EURUSD,1.18378,100,S
1759080039500,EURUSD,1.18380,142,S
1759080039600,EURUSD,1.18378,144,S
1759080039700,EURUSD,1.18380,199,S
1759080039800,EURUSD,1.18379,111,S
1759080039900,EURUSD,1.18379,21,S
1759080040000,EURUSD,1.18379,42,S
1759080040100,EURUSD,1.18381,21,S
1759080040200,EURUSD,1.18380,191,S
1759080040300,EURUSD,1.18380,32,S
1759080040400,EURUSD,1.18381,43,B
1759080040500,EURUSD,1.18382,87,S
1759080040600,EURUSD,1.18380,89,B
1759080040700,EURUSD,1.18381,112,S
1759080040800,EURUSD,1.18381,104,S
1759080040900,EURUSD,1.18382,155,B
1759080041000,EURUSD,1.18383,163,B
1759080041100,EURUSD,1.18383,64,S
1759080041200,EURUSD,1.18383,124,B
1759080041300,EURUSD,1.18381,28,S
1759080041400,EURUSD,1.18381,46,S
1759080041500,EURUSD,1.18383,70,S
1759080041600,EURUSD,1.18382,80,S
1759080041700,EURUSD,1.18384,70,B
1759080041800,EURUSD,1.18383,176,S
1759080041900,EURUSD,1.18382,140,S
1759080042000,EURUSD,1.18384,194,S
1759080042100,EURUSD,1.18383,101,B
1759080042200,EURUSD,1.18385,149,B
1759080042300,EURUSD,1.18384,146,S
1759080042400,EURUSD,1.18385,159,S
1759080042500,EURUSD,1.18385,126,S
1759080042600,EURUSD,1.18385,109,B
1759080042700,EURUSD,1.18384,185,B
1759080042800,EURUSD,1.18385,30,S
1759080042900,EURUSD,1.18385,35,B
1759080043000,EURUSD,1.18386,22,B
1759080043100,EURUSD,1.18387,112,S
1759080043200,EURUSD,1.18387,66,B
1759080043300,EURUSD,1.18385,92,S
1759080043400,EURUSD,1.18386,135,B
1759080043500,EURUSD,1.18388,62,S
1759080043600,EURUSD,1.18387,171,B
1759080043700,EURUSD,1.18387,32,B
1759080043800,EURUSD,1.18386,64,S
1759080043900,EURUSD,1.18387,72,S
1759080044000,EURUSD,1.18387,41,S
1759080044100,EURUSD,1.18388,104,S
1759080044200,EURUSD,1.18388,63,B
1759080044300,EURUSD,1.18387,146,S
1759080044400,EURUSD,1.18388,119,B
1759080044500,EURUSD,1.18390,175,S
1759080044600,EURUSD,1.18390,41,S
1759080044700,EURUSD,1.18390,189,S
1759080044800,EURUSD,1.18390,150,S
1759080044900,EURUSD,1.18388,56,B
1759080045000,EURUSD,1.18389,191,S
1759080045100,EURUSD,1.18391,72,S
1759080045200,EURUSD,1.18391,114,S
1759080045300,EURUSD,1.18389,116,S
1759080045400,EURUSD,1.18391,104,S
1759080045500,EURUSD,1.18392,131,B
1759080045600,EURUSD,1.18391,183,B
1759080045700,EURUSD,1.18392,39,S
1759080045800,EURUSD,1.18391,67,B
1759080045900,EURUSD,1.18391,194,S
1759080046000,EURUSD,1.18391,72,B
1759080046100,EURUSD,1.18392,29,S
1759080046200,EURUSD,1.18392,169,B
1759080046300,EURUSD,1.18393,168,S
1759080046400,EURUSD,1.18393,167,S
1759080046500,EURUSD,1.18392,165,B
1759080046600,EURUSD,1.18394,188,B
1759080046700,EURUSD,1.18392,34,B
1759080046800,EURUSD,1.18392,191,B
1759080046900,EURUSD,1.18393,196,B
1759080047000,EURUSD,1.18393,170,S
1759080047100,EURUSD,1.18394,150,B
1759080047200,EURUSD,1.18393,158,B
1759080047300,EURUSD,1.18393,179,S
1759080047400,EURUSD,1.18394,71,S
1759080047500,EURUSD,1.18395,55,B
1759080047600,EURUSD,1.18396,188,S
1759080047700,EURUSD,1.18395,190,B
1759080047800,EURUSD,1.18396,156,S
1759080047900,EURUSD,1.18394,49,B
1759080048000,EURUSD,1.18395,32,S
1759080048100,EURUSD,1.18396,62,B
1759080048200,EURUSD,1.18397,79,S
1759080048300,EURUSD,1.18395,148,B
1759080048400,EURUSD,1.18395,78,S
1759080048500,EURUSD,1.18396,43,B
1759080048600,EURUSD,1.18398,132,B
1759080048700,EURUSD,1.18397,180,B
1759080048800,EURUSD,1.18396,161,S
1759080048900,EURUSD,1.18397,97,B
1759080049000,EURUSD,1.18399,75,S
1759080049100,EURUSD,1.18399,198,S
1759080049200,EURUSD,1.18399,121,S
1759080049300,EURUSD,1.18397,116,B
1759080049400,EURUSD,1.18398,105,B
1759080049500,EURUSD,1.18398,171,S
1759080049600,EURUSD,1.18400,173,B
1759080049700,EURUSD,1.18398,181,S
1759080049800,EURUSD,1.18400,178,B
1759080049900,EURUSD,1.18400,145,S
1759080050000,EURUSD,1.18400,101,S
1759080050100,EURUSD,1.18401,197,S
1759080050200,EURUSD,1.18401,140,B
1759080050300,EURUSD,1.18400,141,S
1759080050400,EURUSD,1.18401,46,S
1759080050500,EURUSD,1.18402,176,B
1759080050600,EURUSD,1.18402,161,S
1759080050700,EURUSD,1.18401,84,S
1759080050800,EURUSD,1.18401,139,S
1759080050900,EURUSD,1.18400,85,B
1759080051000,EURUSD,1.18402,175,B
1759080051100,EURUSD,1.18402,36,S
1759080051200,EURUSD,1.18401,60,S
1759080051300,EURUSD,1.18401,27,B
1759080051400,EURUSD,1.18402,169,B
1759080051500,EURUSD,1.18403,82,S
1759080051600,EURUSD,1.18403,44,B
1759080051700,EURUSD,1.18404,87,B
1759080051800,EURUSD,1.18403,87,S
1759080051900,EURUSD,1.18403,54,S
1759080052000,EURUSD,1.18404,135,B
1759080052100,EURUSD,1.18403,122,B
1759080052200,EURUSD,1.18404,72,B
1759080052300,EURUSD,1.18404,161,S
1759080052400,EURUSD,1.18403,57,B
1759080052500,EURUSD,1.18406,135,S
1759080052600,EURUSD,1.18404,194,S
1759080052700,EURUSD,1.18406,143,S
1759080052800,EURUSD,1.18406,76,B
1759080052900,EURUSD,1.18405,140,S
1759080053000,EURUSD,1.18406,76,S
1759080053100,EURUSD,1.18407,131,S
1759080053200,EURUSD,1.18405,90,S
1759080053300,EURUSD,1.18406,61,B
1759080053400,EURUSD,1.18407,102,S
1759080053500,EURUSD,1.18407,117,S
1759080053600,EURUSD,1.18408,110,S
1759080053700,EURUSD,1.18407,93,B
1759080053800,EURUSD,1.18408,41,S
1759080053900,EURUSD,1.18406,48,S
1759080054000,EURUSD,1.18407,109,S
1759080054100,EURUSD,1.18408,71,S
1759080054200,EURUSD,1.18408,78,B
1759080054300,EURUSD,1.18407,183,B
1759080054400,EURUSD,1.18408,138,B
1759080054500,EURUSD,1.18408,45,B
1759080054600,EURUSD,1.18410,121,B
1759080054700,EURUSD,1.18409,97,B
1759080054800,EURUSD,1.18408,42,S
1759080054900,EURUSD,1.18408,107,B
1759080055000,EURUSD,1.18410,84,B
1759080055100,EURUSD,1.18410,168,B
1759080055200,EURUSD,1.18411,181,S
1759080055300,EURUSD,1.18409,27,S
1759080055400,EURUSD,1.18411,179,B
1759080055500,EURUSD,1.18411,146,S
1759080055600,EURUSD,1.18412,131,S
1759080055700,EURUSD,1.18410,98,S
1759080055800,EURUSD,1.18411,62,B
1759080055900,EURUSD,1.18412,156,S
1759080056000,EURUSD,1.18412,96,S
1759080056100,EURUSD,1.18412,20,S
1759080056200,EURUSD,1.18412,135,S
1759080056300,EURUSD,1.18411,59,B
1759080056400,EURUSD,1.18413,33,S
1759080056500,EURUSD,1.18413,190,B
1759080056600,EURUSD,1.18413,72,S
1759080056700,EURUSD,1.18414,171,S
1759080056800,EURUSD,1.18413,90,S
1759080056900,EURUSD,1.18412,137,B
1759080057000,EURUSD,1.18414,52,S
1759080057100,EURUSD,1.18415,192,S
1759080057200,EURUSD,1.18414,131,S
1759080057300,EURUSD,1.18413,114,S
1759080057400,EURUSD,1.18413,20,S
1759080057500,EURUSD,1.18416,157,B
1759080057600,EURUSD,1.18416,175,S
1759080057700,EURUSD,1.18415,174,S
1759080057800,EURUSD,1.18416,31,S
1759080057900,EURUSD,1.18416,82,B
1759080058000,EURUSD,1.18417,40,S
1759080058100,EURUSD,1.18416,24,S
1759080058200,EURUSD,1.18417,190,B
1759080058300,EURUSD,1.18415,106,S
1759080058400,EURUSD,1.18416,197,S
1759080058500,EURUSD,1.18417,178,B
1759080058600,EURUSD,1.18416,104,S
1759080058700,EURUSD,1.18416,31,B
1759080058800,EURUSD,1.18416,104,B
1759080058900,EURUSD,1.18416,20,S
1759080059000,EURUSD,1.18417,197,B
1759080059100,EURUSD,1.18417,53,B
1759080059200,EURUSD,1.18419,75,S
1759080059300,EURUSD,1.18419,68,B
1759080059400,EURUSD,1.18419,190,S
1759080059500,EURUSD,1.18419,132,S
1759080059600,EURUSD,1.18418,62,S
1759080059700,EURUSD,1.18420,68,B
1759080059800,EURUSD,1.18419,155,B
1759080059900,EURUSD,1.18418,62,B
1759080060000,EURUSD,1.18420,137,S
1759080060100,EURUSD,1.18421,86,B
1759080060200,EURUSD,1.18421,160,B
1759080060300,EURUSD,1.18420,124,B
1759080060400,EURUSD,1.18421,76,B
1759080060500,EURUSD,1.18422,183,B
1759080060600,EURUSD,1.18422,164,B
1759080060700,EURUSD,1.18421,158,B
1759080060800,EURUSD,1.18422,109,B
1759080060900,EURUSD,1.18420,186,S
1759080061000,EURUSD,1.18421,54,B
1759080061100,EURUSD,1.18423,144,B
1759080061200,EURUSD,1.18421,127,B
1759080061300,EURUSD,1.18423,137,S
1759080061400,EURUSD,1.18421,137,S
1759080061500,EURUSD,1.18423,148,S
1759080061600,EURUSD,1.18424,143,B
1759080061700,EURUSD,1.18423,155,S
1759080061800,EURUSD,1.18423,69,B
1759080061900,EURUSD,1.18424,104,B
1759080062000,EURUSD,1.18425,95,B
1759080062100,EURUSD,1.18424,65,B
1759080062200,EURUSD,1.18424,187,B
1759080062300,EURUSD,1.18425,153,B
1759080062400,EURUSD,1.18423,132,B
1759080062500,EURUSD,1.18426,100,B
1759080062600,EURUSD,1.18425,149,B
1759080062700,EURUSD,1.18424,65,S
1759080062800,EURUSD,1.18425,39,S
1759080062900,EURUSD,1.18424,42,B
1759080063000,EURUSD,1.18425,79,B
1759080063100,EURUSD,1.18426,113,B
1759080063200,EURUSD,1.18427,43,S
1759080063300,EURUSD,1.18426,153,B
1759080063400,EURUSD,1.18425,163,B
1759080063500,EURUSD,1.18427,166,S
1759080063600,EURUSD,1.18426,120,S
1759080063700,EURUSD,1.18428,194,S
1759080063800,EURUSD,1.18428,155,S
1759080063900,EURUSD,1.18426,88,S
1759080064000,EURUSD,1.18427,166,B
1759080064100,EURUSD,1.18429,96,S
1759080064200,EURUSD,1.18429,79,S
1759080064300,EURUSD,1.18428,180,B
1759080064400,EURUSD,1.18427,193,S
1759080064500,EURUSD,1.18429,40,S
1759080064600,EURUSD,1.18428,175,B
1759080064700,EURUSD,1.18429,69,S
1759080064800,EURUSD,1.18430,86,S
1759080064900,EURUSD,1.18428,145,B
1759080065000,EURUSD,1.18430,45,B
1759080065100,EURUSD,1.18431,141,S
1759080065200,EURUSD,1.18431,168,B
1759080065300,EURUSD,1.18429,106,S
1759080065400,EURUSD,1.18430,34,S
1759080065500,EURUSD,1.18432,22,S
1759080065600,EURUSD,1.18432,181,S
1759080065700,EURUSD,1.18430,173,B
1759080065800,EURUSD,1.18432,73,B
1759080065900,EURUSD,1.18431,175,B
1759080066000,EURUSD,1.18431,45,B
1759080066100,EURUSD,1.18432,123,S
1759080066200,EURUSD,1.18432,169,B
1759080066300,EURUSD,1.18432,152,S
1759080066400,EURUSD,1.18433,136,B
