ts,symbol,side,price,quantity,order_id
1759080022800,EURUSD,S,1.18301,50,76
1759080022800,EURUSD,B,1.18299,10,77
1759080022800,EURUSD,S,1.18301,33,78
1759080024800,EURUSD,B,1.183,36,79
1759080024800,EURUSD,S,1.183,100,80
1759080024800,EURUSD,B,1.18299,18,81
1759080024800,EURUSD,S,1.18301,50,82
1759080024800,EURUSD,B,1.18299,12,83
1759080024800,EURUSD,S,1.18301,33,84
1759080026800,EURUSD,B,1.18299,29,85
1759080026800,EURUSD,S,1.183,100,86
1759080026800,EURUSD,B,1.18299,14,87
1759080026800,EURUSD,S,1.18301,50,88
1759080026800,EURUSD,B,1.18299,9,89
1759080026800,EURUSD,S,1.18301,33,90
1759080028800,EURUSD,B,1.183,43,91
1759080028800,EURUSD,S,1.183,100,92
1759080028800,EURUSD,B,1.18299,21,93
1759080028800,EURUSD,S,1.18301,50,94
1759080028800,EURUSD,B,1.18299,14,95
1759080028800,EURUSD,S,1.18301,33,96
1759080030800,EURUSD,B,1.183,49,97
1759080030800,EURUSD,S,1.18301,100,98
1759080030800,EURUSD,B,1.18299,24,99
1759080030800,EURUSD,S,1.18301,50,100
1759080030800,EURUSD,B,1.18299,16,101
1759080030800,EURUSD,S,1.18302,33,102
1759080032800,EURUSD,B,1.18301,66,103
1759080032800,EURUSD,S,1.18302,100,104
1759080032800,EURUSD,B,1.183,33,105
1759080032800,EURUSD,S,1.18302,50,106
1759080032800,EURUSD,B,1.183,22,107
1759080032800,EURUSD,S,1.18303,33,108
1759080034800,EURUSD,B,1.18301,81,109
1759080034800,EURUSD,S,1.18302,100,110
1759080034800,EURUSD,B,1.18301,40,111
1759080034800,EURUSD,S,1.18303,50,112
1759080034800,EURUSD,B,1.183,27,113
1759080034800,EURUSD,S,1.18303,33,114
1759080036800,EURUSD,B,1.18302,96,115
1759080036800,EURUSD,S,1.18302,100,116
1759080036800,EURUSD,B,1.18301,48,117
1759080036800,EURUSD,S,1.18303,50,118
1759080036800,EURUSD,B,1.18301,32,119
1759080036800,EURUSD,S,1.18303,33,120
1759080038800,EURUSD,B,1.18302,100,121
1759080038800,EURUSD,S,1.18303,97,122
1759080038800,EURUSD,B,1.18301,50,123
1759080038800,EURUSD,S,1.18303,48,124
1759080038800,EURUSD,B,1.18301,33,125
1759080038800,EURUSD,S,1.18304,32,126
1759080040800,EURUSD,B,1.18302,100,127
1759080040800,EURUSD,S,1.18303,80,128
1759080040800,EURUSD,B,1.18302,50,129
1759080040800,EURUSD,S,1.18303,40,130
1759080040800,EURUSD,B,1.18301,33,131
1759080040800,EURUSD,S,1.18304,26,132
1759080042800,EURUSD,B,1.18303,100,133
1759080042800,EURUSD,S,1.18304,65,134
1759080042800,EURUSD,B,1.18302,50,135
1759080042800,EURUSD,S,1.18304,32,136
1759080042800,EURUSD,B,1.18302,33,137
1759080042800,EURUSD,S,1.18305,21,138
1759080044800,EURUSD,B,1.18303,100,139
1759080044800,EURUSD,S,1.18305,54,140
1759080044800,EURUSD,B,1.18303,50,141
1759080044800,EURUSD,S,1.18305,27,142
1759080044800,EURUSD,B,1.18302,33,143
1759080044800,EURUSD,S,1.18305,18,144
1759080046800,EURUSD,B,1.18305,100,145
1759080046800,EURUSD,S,1.18306,44,146
1759080046800,EURUSD,B,1.18304,50,147
1759080046800,EURUSD,S,1.18306,22,148
1759080046800,EURUSD,B,1.18304,33,149
1759080046800,EURUSD,S,1.18307,14,150
1759080048800,EURUSD,B,1.18306,100,151
1759080048800,EURUSD,S,1.18307,36,152
1759080048800,EURUSD,B,1.18306,50,153
1759080048800,EURUSD,S,1.18308,18,154
1759080048800,EURUSD,B,1.18305,33,155
1759080048800,EURUSD,S,1.18308,12,156
1759080050800,EURUSD,B,1.18307,100,157
1759080050800,EURUSD,S,1.18309,29,158
1759080050800,EURUSD,B,1.18307,50,159
1759080050800,EURUSD,S,1.18309,14,160
1759080050800,EURUSD,B,1.18307,33,161
1759080050800,EURUSD,S,1.1831,9,162
1759080052800,EURUSD,B,1.18309,100,163
1759080052800,EURUSD,S,1.1831,24,164
1759080052800,EURUSD,B,1.18308,50,165
1759080052800,EURUSD,S,1.1831,12,166
1759080052800,EURUSD,B,1.18308,33,167
1759080052800,EURUSD,S,1.18311,8,168
1759080054800,EURUSD,B,1.1831,100,169
1759080054800,EURUSD,S,1.18311,20,170
1759080054800,EURUSD,B,1.18309,50,171
1759080054800,EURUSD,S,1.18312,10,172
1759080054800,EURUSD,B,1.18309,33,173
1759080054800,EURUSD,S,1.18312,6,174
1759080056800,EURUSD,B,1.1831,100,175
1759080056800,EURUSD,S,1.18312,16,176
1759080056800,EURUSD,B,1.1831,50,177
1759080056800,EURUSD,S,1.18312,8,178
1759080056800,EURUSD,B,1.1831,33,179
1759080056800,EURUSD,S,1.18313,5,180
1759080058800,EURUSD,B,1.18311,100,181
1759080058800,EURUSD,S,1.18312,13,182
1759080058800,EURUSD,B,1.1831,50,183
1759080058800,EURUSD,S,1.18312,6,184
1759080058800,EURUSD,B,1.1831,33,185
1759080058800,EURUSD,S,1.18313,4,186
1759080060800,EURUSD,B,1.18311,100,187
1759080060800,EURUSD,S,1.18312,11,188
1759080060800,EURUSD,B,1.1831,50,189
1759080060800,EURUSD,S,1.18312,5,190
1759080060800,EURUSD,B,1.1831,33,191
1759080060800,EURUSD,S,1.18313,3,192
1759080062800,EURUSD,B,1.18311,100,193
1759080062800,EURUSD,S,1.18312,9,194
1759080062800,EURUSD,B,1.1831,50,195
1759080062800,EURUSD,S,1.18312,4,196
1759080062800,EURUSD,B,1.1831,33,197
1759080062800,EURUSD,S,1.18313,3,198
1759080064800,EURUSD,B,1.18311,100,199
1759080064800,EURUSD,S,1.18312,7,200
1759080064800,EURUSD,B,1.1831,50,201
1759080064800,EURUSD,S,1.18312,3,202
1759080064800,EURUSD,B,1.1831,33,203
1759080064800,EURUSD,S,1.18313,2,204
1759080066800,EURUSD,B,1.18311,100,205
1759080066800,EURUSD,S,1.18312,6,206
1759080066800,EURUSD,B,1.1831,50,207
1759080066800,EURUSD,S,1.18312,3,208
1759080066800,EURUSD,B,1.1831,33,209
1759080066800,EURUSD,S,1.18313,2,210
1759080068800,EURUSD,B,1.18311,100,211
1759080068800,EURUSD,S,1.18312,5,212
1759080068800,EURUSD,B,1.1831,50,213
1759080068800,EURUSD,S,1.18312,2,214
1759080068800,EURUSD,B,1.1831,33,215
1759080068800,EURUSD,S,1.18313,1,216
1759080070800,EURUSD,B,1.18311,100,217
1759080070800,EURUSD,S,1.18312,4,218
1759080070800,EURUSD,B,1.1831,50,219
1759080070800,EURUSD,S,1.18312,2,220
1759080070800,EURUSD,B,1.1831,33,221
1759080070800,EURUSD,S,1.18313,1,222
1759080072800,EURUSD,B,1.18311,100,223
1759080072800,EURUSD,S,1.18312,4,224
1759080072800,EURUSD,B,1.1831,50,225
1759080072800,EURUSD,S,1.18312,2,226
1759080072800,EURUSD,B,1.1831,33,227
1759080072800,EURUSD,S,1.18313,1,228
1759080074800,EURUSD,B,1.18311,100,229
1759080074800,EURUSD,S,1.18312,3,230
1759080074800,EURUSD,B,1.1831,50,231
1759080074800,EURUSD,S,1.18312,1,232
1759080074800,EURUSD,B,1.1831,33,233
1759080074800,EURUSD,S,1.18313,1,234
1759080076800,EURUSD,B,1.18311,100,235
1759080076800,EURUSD,S,1.18312,2,236
1759080076800,EURUSD,B,1.1831,50,237
1759080076800,EURUSD,S,1.18312,1,238
1759080076800,EURUSD,B,1.1831,33,239
1759080078800,EURUSD,B,1.18311,100,240
1759080078800,EURUSD,S,1.18312,2,241
1759080078800,EURUSD,B,1.1831,50,242
1759080078800,EURUSD,S,1.18312,1,243
1759080078800,EURUSD,B,1.1831,33,244
1759080080800,EURUSD,B,1.18311,100,245
1759080080800,EURUSD,S,1.18312,2,246
1759080080800,EURUSD,B,1.1831,50,247
1759080080800,EURUSD,S,1.18312,1,248
1759080080800,EURUSD,B,1.1831,33,249
1759080082800,EURUSD,B,1.18311,100,250
1759080082800,EURUSD,S,1.18312,1,251
1759080082800,EURUSD,B,1.1831,50,252
1759080082800,EURUSD,B,1.1831,33,253
1759080084800,EURUSD,B,1.18311,100,254
1759080084800,EURUSD,S,1.18312,11,255
1759080084800,EURUSD,B,1.1831,50,256
1759080084800,EURUSD,S,1.18312,5,257
1759080084800,EURUSD,B,1.1831,33,258
1759080084800,EURUSD,S,1.18313,3,259
1759080086800,EURUSD,B,1.18311,100,260
1759080086800,EURUSD,S,1.18312,28,261
1759080086800,EURUSD,B,1.1831,50,262
1759080086800,EURUSD,S,1.18312,14,263
1759080086800,EURUSD,B,1.1831,33,264
1759080086800,EURUSD,S,1.18313,9,265
1759080088800,EURUSD,B,1.18311,100,266
1759080088800,EURUSD,S,1.18312,43,267
1759080088800,EURUSD,B,1.1831,50,268
1759080088800,EURUSD,S,1.18312,21,269
1759080088800,EURUSD,B,1.1831,33,270
1759080088800,EURUSD,S,1.18313,14,271
1759080090800,EURUSD,B,1.18311,100,272
1759080090800,EURUSD,S,1.18312,59,273
1759080090800,EURUSD,B,1.1831,50,274
1759080090800,EURUSD,S,1.18312,29,275
1759080090800,EURUSD,B,1.1831,33,276
1759080090800,EURUSD,S,1.18312,19,277
1759080092800,EURUSD,B,1.18311,100,278
1759080092800,EURUSD,S,1.18312,74,279
1759080092800,EURUSD,B,1.1831,50,280
1759080092800,EURUSD,S,1.18312,37,281
1759080092800,EURUSD,B,1.1831,33,282
1759080092800,EURUSD,S,1.18312,24,283
1759080094800,EURUSD,B,1.18311,100,284
1759080094800,EURUSD,S,1.18311,89,285
1759080094800,EURUSD,B,1.1831,50,286
1759080094800,EURUSD,S,1.18312,44,287
1759080094800,EURUSD,B,1.1831,33,288
1759080094800,EURUSD,S,1.18312,29,289
1759080096800,EURUSD,B,1.18311,85,290
1759080096800,EURUSD,S,1.18311,100,291
1759080096800,EURUSD,B,1.1831,42,292
1759080096800,EURUSD,S,1.18312,50,293
1759080096800,EURUSD,B,1.1831,28,294
1759080096800,EURUSD,S,1.18312,33,295
1759080098800,EURUSD,B,1.1831,71,296
1759080098800,EURUSD,S,1.18311,100,297
1759080098800,EURUSD,B,1.1831,35,298
1759080098800,EURUSD,S,1.18312,50,299
1759080098800,EURUSD,B,1.1831,23,300
1759080098800,EURUSD,S,1.18312,33,301
